target_chembl_ID,organism,tax_id,pref_name,component_synonym
CHEMBL4523676,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),211044,RNA-directed RNA polymerase,PA
CHEMBL4523676,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),211044,RNA-directed RNA polymerase,PB1
CHEMBL4523676,Influenza A virus (strain A/Puerto Rico/8/1934 H1N1),211044,RNA-directed RNA polymerase,PB2
CHEMBL4523677,Varicella-zoster virus (strain Oka vaccine) (HHV-3) (Human herpesvirus 3),341980,Helicase primate complex,HELI
CHEMBL4523925,Homo sapiens,9606,G-protein coupled receptor family C group 5 member D,GPRC5D
CHEMBL4524006,Homo sapiens,9606,RAS,HRAS
CHEMBL4524006,Homo sapiens,9606,RAS,NRAS
CHEMBL4524006,Homo sapiens,9606,RAS,KRAS
CHEMBL4630720,Homo sapiens,9606,FGF1/KLB,FGF1
CHEMBL4630720,Homo sapiens,9606,FGF1/KLB,KLB
CHEMBL4630721,Human herpesvirus 1,10298,Helicase/primase,HELI
CHEMBL4630722,Human herpesvirus 2,10310,Helicase/primase,HELI
CHEMBL4630723,Homo sapiens,9606,ErbB-2/ErbB-3 heterodimer,ERBB2
CHEMBL4630723,Homo sapiens,9606,ErbB-2/ErbB-3 heterodimer,ERBB3
CHEMBL4630724,Homo sapiens,9606,p90RSK,RPS6KA3
CHEMBL4630724,Homo sapiens,9606,p90RSK,RPS6KA2
CHEMBL4630724,Homo sapiens,9606,p90RSK,RPS6KA6
CHEMBL4630724,Homo sapiens,9606,p90RSK,RPS6KA1
CHEMBL4630725,Homo sapiens,9606,Nitric oxide synthase,NOS1
CHEMBL4630725,Homo sapiens,9606,Nitric oxide synthase,NOS2
CHEMBL4630725,Homo sapiens,9606,Nitric oxide synthase,NOS3
CHEMBL4630726,Homo sapiens,9606,E2F,E2F1
CHEMBL4630726,Homo sapiens,9606,E2F,E2F2
CHEMBL4630726,Homo sapiens,9606,E2F,E2F3
CHEMBL4630726,Homo sapiens,9606,E2F,E2F4
CHEMBL4630726,Homo sapiens,9606,E2F,E2F5
CHEMBL4630726,Homo sapiens,9606,E2F,E2F6
CHEMBL4630726,Homo sapiens,9606,E2F,E2F7
CHEMBL4630726,Homo sapiens,9606,E2F,E2F8
CHEMBL4630866,Human papillomavirus type 16,333760,Protein E7,E7
CHEMBL4630875,Plasmodium falciparum,5833,P-type ATPase,PfATPase4
CHEMBL4630876,Homo sapiens,9606,Interferon beta,IFNB1
CHEMBL4630877,Homo sapiens,9606,Sialic acid-binding Ig-like lectin 8,SIGLEC8
CHEMBL4630878,Homo sapiens,9606,T-cell immunoreceptor with Ig and ITIM domains,TIGIT
CHEMBL4630879,Homo sapiens,9606,Hepatitis A virus cellular receptor 2,HAVCR2
CHEMBL4630880,Homo sapiens,9606,Interleukin-17F,IL17F
CHEMBL4630881,Homo sapiens,9606,Lymphocyte activation gene 3 protein,LAG3
CHEMBL4630882,Homo sapiens,9606,Tumor necrosis factor receptor superfamily member 13C,TNFRSF13C
CHEMBL4630883,Homo sapiens,9606,Fractalkine,CX3CL1
CHEMBL4630884,Homo sapiens,9606,Prolow-density lipoprotein receptor-related protein 1,LRP1
CHEMBL4630885,Homo sapiens,9606,Oncostatin-M-specific receptor subunit beta,OSMR
CHEMBL4630886,Homo sapiens,9606,Repulsive guidance molecule A,RGMA
CHEMBL4630887,Homo sapiens,9606,Semaphorin-4D,SEMA4D
CHEMBL4630888,Homo sapiens,9606,Delta-like protein 3,DLL3
CHEMBL4630889,Homo sapiens,9606,Glypican-3,GPC3
CHEMBL4630890,Homo sapiens,9606,Interleukin-33,IL33
CHEMBL4630891,Homo sapiens,9606,Platelet glycoprotein Ib alpha chain,GP1BA
CHEMBL4630892,Homo sapiens,9606,NKG2-A/NKG2-B type II integral membrane protein,KLRC1
CHEMBL4630894,Homo sapiens,9606,Interleukin-31 receptor subunit alpha,IL31RA
CHEMBL4630895,Homo sapiens,9606,Killer cell immunoglobulin-like receptor 3DL2,KIR3DL2
CHEMBL4630896,Burkholderia pseudomallei,28450,Enoyl-[acyl-carrier-protein] reductase [NADH],fabI
CHEMBL4630897,Human respiratory syncytial virus A,208893,RNA-directed RNA polymerase L,L
CHEMBL4662933,Fungi,4751,Lanosterol 14-alpha demethylase,ERG11
CHEMBL4662934,Fungi,4751,GPI-anchored wall transfer protein 1,GWT1
CHEMBL4662935,Bacteria,2,Leucine--tRNA ligase,leuS
CHEMBL4662936,Severe acute respiratory syndrome coronavirus 2,2697049,Spike glycoprotein,S
CHEMBL4662937,Clostridioides difficile (strain 630) (Peptoclostridium difficile),272563,Methionine--tRNA ligase,metG
CHEMBL4662938,Homo sapiens,9606,Protransforming growth factor alpha,TGFA
CHEMBL4662939,Homo sapiens,9606,Proepiregulin,EREG
CHEMBL4662940,Homo sapiens,9606,Low affinity immunoglobulin gamma Fc region receptor II-b,FCGR2B
CHEMBL4662941,Homo sapiens,9606,Melanoma-associated antigen 3,MAGEA3
CHEMBL4662942,Homo sapiens,9606,Wilms tumor protein,WT1
CHEMBL4662943,Megathura crenulata,55429,Hemocyanin 1,KLH1
CHEMBL4662944,Homo sapiens,9606,Syncytin-1,ERVW-1
CHEMBL4665581,Trypanosoma brucei equiperdum,630700,Cleavage and polyadenylation specificity factor subunit,CPSF3
CHEMBL4665582,Homo sapiens,9606,DNA-directed RNA polymerase III subunit RPC1,POLR3A
CHEMBL4665583,Staphylococcus aureus,1280,Elongation factor G,fusA
CHEMBL4665584,Homo sapiens,9606,CD166 antigen,ALCAM
CHEMBL4665585,Homo sapiens,9606,Inactive tyrosine-protein kinase transmembrane receptor ROR1,ROR1
CHEMBL4665586,Homo sapiens,9606,Interleukin-21,IL21
CHEMBL4665588,Homo sapiens,9606,IL-2R beta/gamma,IL2RG
CHEMBL4665588,Homo sapiens,9606,IL-2R beta/gamma,IL2RB
CHEMBL4665589,Homo sapiens,9606,Cap binding complex,NCBP2
CHEMBL4665589,Homo sapiens,9606,Cap binding complex,NCBP1
CHEMBL4665590,Homo sapiens,9606,RSPO3-LGR4,RSPO3
CHEMBL4665590,Homo sapiens,9606,RSPO3-LGR4,LGR4
CHEMBL4665591,Homo sapiens,9606,IL36 receptor,IL1RL2
CHEMBL4665591,Homo sapiens,9606,IL36 receptor,IL1RAP
CHEMBL4665592,Homo sapiens,9606,Interleukin-15 receptor,IL2RG
CHEMBL4665592,Homo sapiens,9606,Interleukin-15 receptor,IL2RB
CHEMBL4665592,Homo sapiens,9606,Interleukin-15 receptor,IL15RA
CHEMBL4665593,Homo sapiens,9606,CBP/beta catenin,CREBBP
CHEMBL4665593,Homo sapiens,9606,CBP/beta catenin,CTNNB1
CHEMBL4665594,Homo sapiens,9606,Synaptic vesicle protein,SV2A
CHEMBL4665594,Homo sapiens,9606,Synaptic vesicle protein,SV2B
CHEMBL4665594,Homo sapiens,9606,Synaptic vesicle protein,SV2C
CHEMBL4804242,Mycobacterium bovis,1765,Chaperonin GroEL 2,groEL2
CHEMBL4804243,Homo sapiens,9606,Filamin-A,FLNA
CHEMBL4804244,Homo sapiens,9606,Myristoylated alanine-rich C-kinase substrate,MARCKS
CHEMBL4804245,Homo sapiens,9606,Ephrin-B2,EFNB2
CHEMBL4804246,Homo sapiens,9606,Leukocyte immunoglobulin-like receptor subfamily A member 4,LILRA4
CHEMBL4804247,Homo sapiens,9606,Growth arrest-specific protein 6,GAS6
CHEMBL4804248,Clostridioides difficile,1496,Elongation factor Tu,tuf1
CHEMBL4804251,Homo sapiens,9606,IL22 Receptor,IL10RB
CHEMBL4804251,Homo sapiens,9606,IL22 Receptor,IL22RA1
CHEMBL4804252,Homo sapiens,9606,Innate repair receptor,EPOR
CHEMBL4804252,Homo sapiens,9606,Innate repair receptor,CSF2RB
CHEMBL4804253,Homo sapiens,9606,IL18 Receptor,IL18RAP
CHEMBL4804253,Homo sapiens,9606,IL18 Receptor,IL18R1
CHEMBL4804254,Homo sapiens,9606,IL-10 receptor,IL10RB
CHEMBL4804254,Homo sapiens,9606,IL-10 receptor,IL10RA
CHEMBL4804255,Homo sapiens,9606,FGFR4-KLB,FGFR4
CHEMBL4804255,Homo sapiens,9606,FGFR4-KLB,KLB
CHEMBL4804256,Homo sapiens,9606,IL-33 receptor (ST2),IL1RAP
CHEMBL4804256,Homo sapiens,9606,IL-33 receptor (ST2),IL1RL1
CHEMBL4804257,Homo sapiens,9606,Cancer/testis antigen 1,CTAG1A
CHEMBL4804257,Homo sapiens,9606,Cancer/testis antigen 1,CTAG1B
CHEMBL4804258,Homo sapiens,9606,Lymphocyte antigen 75,LY75
CHEMBL4804261,Dermatophytes,34384,HMG-CoA reductase,hmg1
CHEMBL5058522,Encephalitozoon intestinalis,58839,Tubulin beta chain,TUB2
